Geneid	Chr	Start	End	Strand	Length	trt_1	trt_2	trt_3	ctr_1	ctr_2	ctr_3
gene:AT5G41490	5	16600445	16601608	+	1164	0	0	0	0	0	0
gene:AT5G41500	5	16604002	16605213	+	1212	0	0	0	0	0	0
gene:AT5G41510	5	16607124	16608326	+	1203	0	0	0	0	1	0
gene:AT5G41520	5	16609021	16610692	-	1672	1836	546	831	963	1210	661
gene:AT5G41530	5	16611660	16612088	+	429	0	0	0	0	0	0
gene:AT5G41540	5	16612659	16616063	-	3405	0	0	0	1	1	0
gene:AT5G41550	5	16617232	16620824	-	3593	616	104	124	27	10	7
gene:AT5G41560	5	16621197	16622757	-	1561	10	25	19	55	104	39
gene:AT5G41570	5	16624157	16625977	+	1821	0	0	0	0	0	0
gene:AT5G41580	5	16626185	16630820	-	4636	241	5	173	131	168	101
gene:AT5G41590	5	16632086	16634012	-	1927	0	0	0	0	0	2
gene:AT5G41600	5	16636029	16637908	+	1880	83	80	36	215	307	177
gene:AT5G41610	5	16638302	16641933	-	3632	644	321	144	48	47	27
gene:AT5G41620	5	16646157	16649026	+	2870	34	17	22	120	112	7
gene:AT5G41630	5	16650282	16651835	+	1554	0	0	0	0	0	0
gene:AT5G41640	5	16653337	16654635	-	1299	11	0	0	0	0	0
gene:AT5G41650	5	16654913	16655860	+	948	0	0	0	13	41	0
gene:AT5G41660	5	16656708	16658405	+	1698	0	0	0	2	2	0
gene:AT5G41670	5	16664674	16667390	-	2717	668	534	310	724	588	239
gene:AT5G41680	5	16667769	16669489	+	1721	220	56	129	67	225	119
gene:AT5G41685	5	16669149	16669723	-	575	312	79	128	85	263	146
gene:AT5G41690	5	16669981	16675166	-	5186	1	44	10	92	50	39
gene:AT5G41700	5	16675582	16677525	+	1944	3013	812	747	916	1212	827
gene:AT5G41720	5	16683165	16683942	-	778	0	0	0	0	0	0
gene:AT5G41730	5	16684606	16687706	-	3101	323	2	31	0	0	0
gene:AT5G41740	5	16688626	16693119	+	4494	1681	738	670	20	65	7
gene:AT5G41750	5	16693832	16699028	+	5197	8471	2159	1770	41	1	7
gene:AT5G41760	5	16706850	16709909	+	3060	104	8	40	120	260	78
gene:AT5G41761	5	16711042	16712069	+	1028	2	1	1	0	0	1
gene:AT5G41763	5	16714509	16715882	+	1374	0	0	0	0	4	0
gene:AT5G41765	5	16716552	16717558	-	1007	0	0	0	0	0	2
gene:AT5G41770	5	16717946	16721222	+	3277	1159	371	392	470	502	360
gene:AT5G41780	5	16722239	16725040	+	2802	0	0	0	0	0	0
gene:AT5G41790	5	16725753	16732847	+	7095	2395	424	726	1580	1832	1013
gene:AT5G41800	5	16733663	16736093	+	2431	1	77	48	93	64	19
gene:AT5G41810	5	16738062	16739790	+	1729	0	20	0	1	8	0
gene:AT5G41820	5	16740593	16743527	+	2935	0	0	0	0	0	0
gene:AT5G41830	5	16743636	16745519	-	1884	0	1	0	0	0	0
gene:AT5G41840	5	16754436	16756263	-	1828	0	0	0	0	0	0
gene:AT5G41850	5	16756698	16758220	-	1523	17	0	20	9	32	23
gene:AT5G41860	5	16757951	16758718	+	768	2	20	44	20	50	24
gene:AT5G41870	5	16758709	16760576	-	1868	90	81	23	88	179	95
gene:AT5G41880	5	16760846	16764276	+	3431	307	27	20	7	188	69
gene:AT5G41890	5	16764211	16766702	-	2492	0	0	0	1	4	0
gene:AT5G41900	5	16768935	16771899	+	2965	1	3	0	1	1	11
gene:AT5G41908	5	16777055	16777525	+	471	0	0	0	0	0	0
gene:AT5G41910	5	16777691	16779295	-	1605	102	22	21	23	26	14
gene:AT5G41920	5	16779643	16781424	+	1782	234	68	37	296	348	221
gene:AT5G41940	5	16781858	16785609	+	3752	373	46	132	341	285	128
gene:AT5G41950	5	16785680	16789676	+	3997	594	291	127	288	431	154
gene:AT5G41960	5	16789624	16791042	+	1419	35	24	2	137	135	16
gene:AT5G41970	5	16791151	16793261	+	2111	267	73	62	158	286	202
gene:AT5G41980	5	16793614	16795006	+	1393	0	0	8	40	34	4
gene:AT5G41990	5	16794967	16798006	-	3040	2614	623	887	534	543	216
gene:AT5G42000	5	16799218	16801102	+	1885	148	47	38	148	114	70
gene:AT5G42010	5	16801707	16805242	+	3536	655	58	143	37	14	0
gene:AT5G42020	5	16807342	16810693	-	3352	1396	304	755	1130	1813	932
gene:AT5G42030	5	16811307	16813295	-	1989	129	110	189	229	472	134
gene:AT5G42040	5	16813565	16814749	-	1185	0	21	1	0	17	23
gene:AT5G42050	5	16815310	16817346	+	2037	15220	3253	3502	549	743	392
gene:AT5G42053	5	16817678	16817984	+	307	0	0	2	0	2	0
gene:AT5G42060	5	16818388	16818955	-	568	903	37	119	102	232	112
gene:AT5G42070	5	16818984	16820195	-	1212	326	34	61	142	171	39
gene:AT5G42080	5	16820284	16825016	-	4733	2404	386	763	1065	1324	580
gene:AT5G42090	5	16826542	16829101	+	2560	541	217	423	215	716	161
gene:AT5G42100	5	16829113	16831618	-	2506	421	78	51	537	549	345
gene:AT5G42110	5	16831696	16832357	-	662	84	0	0	19	61	27
gene:AT5G42120	5	16833052	16835169	-	2118	40	0	15	0	2	0
gene:AT5G42130	5	16835233	16836895	-	1663	172	0	69	370	256	210
gene:AT5G42140	5	16837332	16842493	-	5162	768	149	198	253	379	40
gene:AT5G42146	5	16844336	16845015	+	680	4	2	56	84	78	51
gene:AT5G42150	5	16846150	16848568	+	2419	718	464	253	175	180	183
gene:AT5G42170	5	16848624	16852221	+	3598	1	0	1	0	3	0
gene:AT5G42180	5	16852628	16854224	+	1597	4	0	0	0	20	0
gene:AT5G42190	5	16854191	16855741	-	1551	676	121	145	520	802	187
gene:AT5G42200	5	16860286	16861290	+	1005	360	109	59	367	472	378
gene:AT5G42210	5	16865770	16870887	+	5118	203	32	74	75	79	68
gene:AT5G42220	5	16872044	16878383	+	6340	963	248	254	402	413	166
gene:AT5G42223	5	16878562	16878956	-	395	0	0	0	0	0	0
gene:AT5G42230	5	16880592	16884462	+	3871	0	4	0	40	41	28
gene:AT5G42232	5	16884940	16885439	+	500	0	0	0	0	0	0
gene:AT5G42235	5	16886903	16887570	+	668	0	0	0	0	0	0
gene:AT5G42240	5	16887626	16891192	+	3567	426	4	67	194	404	174
gene:AT5G42242	5	16891188	16891909	-	722	0	0	0	0	5	0
gene:AT5G42250	5	16893849	16897690	+	3842	16	5	12	16	4	1
gene:AT5G42260	5	16898712	16900317	+	1606	0	0	0	0	0	0
gene:AT5G42270	5	16902475	16905294	+	2820	3686	650	1358	2402	3363	1701
gene:AT5G42280	5	16905202	16908059	-	2858	298	49	23	146	164	80
gene:AT5G42300	5	16911579	16913991	-	2413	5190	948	1213	922	1524	774
gene:AT5G42290	5	16911580	16912198	+	619	2	1	17	4	0	1
gene:AT5G42310	5	16915728	16918569	+	2842	178	54	188	505	595	221
gene:AT5G42320	5	16918489	16921596	-	3108	150	59	76	225	394	109
gene:AT5G42325	5	16924102	16924851	-	750	52	0	0	0	0	0
gene:AT5G42330	5	16926608	16927580	+	973	0	2	18	23	39	1
gene:AT5G42340	5	16927893	16930532	-	2640	0	0	0	0	0	0
gene:AT5G42350	5	16931531	16934031	+	2501	67	94	29	36	64	3
gene:AT5G42360	5	16936000	16938525	-	2526	364	71	72	106	57	54
gene:AT5G42370	5	16938981	16941754	-	2774	0	0	36	36	22	0
gene:AT5G42380	5	16942447	16943820	-	1374	2876	518	571	2	1	0
gene:AT5G42390	5	16945165	16953353	+	8189	2335	680	936	967	1734	686
gene:AT5G42400	5	16953515	16961245	-	7731	771	102	283	462	419	263
gene:AT5G42410	5	16964650	16965261	+	612	37	5	0	0	0	0
gene:AT5G42420	5	16968655	16970527	+	1873	277	59	189	71	208	201
gene:AT5G42430	5	16971312	16972499	-	1188	0	1	0	0	0	0
gene:AT5G42440	5	16973202	16974877	-	1676	160	19	154	29	46	7
gene:AT5G42450	5	16977207	16979073	+	1867	19	0	7	31	16	0
gene:AT5G42460	5	16979773	16981195	+	1423	6	0	45	20	15	0
gene:AT5G42470	5	16982149	16984933	+	2785	287	6	96	160	146	133
gene:AT5G42480	5	16985096	16988796	+	3701	553	86	132	255	314	150
gene:AT5G42490	5	16988280	16992754	-	4475	0	0	11	1	11	0
gene:AT5G42500	5	16994106	16995062	-	957	0	0	0	0	0	0
gene:AT5G42504	5	16996900	16997127	+	228	1	0	0	0	0	0
gene:AT5G42510	5	16997979	16998925	-	947	2	0	0	0	0	0
gene:AT5G42520	5	17000259	17002607	+	2349	859	242	277	262	310	154
gene:AT5G42530	5	17004738	17005510	-	773	2190	703	1445	2131	2675	1953
gene:AT5G42540	5	17007366	17014846	+	7481	661	258	318	541	838	312
gene:AT5G42560	5	17014847	17017252	+	2406	910	53	153	338	355	158
gene:AT5G42567	5	17018034	17018466	-	433	0	0	0	0	0	0
gene:AT5G42570	5	17021218	17022723	-	1506	217	47	284	231	261	71
gene:AT5G42580	5	17023502	17025361	-	1860	0	0	0	0	0	0
gene:AT5G42590	5	17031024	17033800	-	2777	3	0	0	0	1	5
gene:AT5G42600	5	17053453	17058245	+	4793	16	0	0	0	0	0
gene:AT5G42610	5	17062455	17064047	+	1593	0	0	0	0	3	0
gene:AT5G42620	5	17066197	17071963	+	5767	826	201	233	655	588	238
gene:AT5G42630	5	17073673	17075904	-	2232	0	0	0	37	6	0
gene:AT5G42635	5	17076227	17076725	+	499	0	0	0	0	0	0
gene:AT5G42640	5	17088695	17089597	+	903	0	0	0	0	0	0
gene:AT5G42650	5	17097564	17099595	-	2032	3722	657	786	418	448	252
gene:AT5G42655	5	17102027	17102896	-	870	5	0	0	0	0	0
gene:AT5G42660	5	17102924	17106103	-	3180	126	4	109	196	193	49
gene:AT5G42670	5	17107855	17110761	+	2907	131	2	92	135	110	91
gene:AT5G42680	5	17114098	17115571	+	1474	63	3	17	854	824	318
gene:AT5G42690	5	17116376	17119892	-	3517	2	56	1	56	121	21
gene:AT5G42700	5	17122102	17124441	+	2340	1	0	10	0	31	1
gene:AT5G42710	5	17125455	17128934	+	3480	129	83	213	98	185	35
gene:AT5G42720	5	17130186	17132909	+	2724	206	71	89	498	699	260
gene:AT5G42740	5	17135661	17141173	+	5513	618	148	244	415	762	185
gene:AT5G42750	5	17142816	17144672	-	1857	316	0	45	163	194	161
gene:AT5G42760	5	17148808	17150451	+	1644	190	0	8	102	138	38
gene:AT5G42765	5	17150238	17151681	-	1444	63	72	53	225	309	196
gene:AT5G42770	5	17151988	17154618	+	2631	1	4	2	54	96	27
gene:AT5G42780	5	17154718	17155757	+	1040	112	14	23	121	139	78
gene:AT5G42785	5	17156853	17157857	-	1005	0	0	0	0	0	0
gene:AT5G42790	5	17159044	17161156	-	2113	1209	342	266	456	517	437
gene:AT5G42797	5	17163196	17163574	+	379	0	0	0	0	0	0
gene:AT5G42800	5	17164093	17166032	-	1940	1	0	19	0	0	0
gene:AT5G42810	5	17166702	17169459	+	2758	82	1	41	65	173	103
gene:AT5G42820	5	17169283	17172787	-	3505	958	227	205	486	568	317
gene:AT5G42825	5	17171807	17172800	+	994	101	47	24	85	163	92
gene:AT5G42830	5	17176293	17178130	+	1838	4385	1206	1083	4	2	0
gene:AT5G42840	5	17179073	17181365	+	2293	0	0	0	0	0	0
gene:AT5G42850	5	17181412	17182743	-	1332	546	230	183	266	552	103
gene:AT5G42860	5	17183061	17185032	-	1972	11	28	55	41	112	34
gene:AT5G42870	5	17185440	17189978	-	4539	1539	286	402	424	473	238
gene:AT5G42880	5	17191499	17194131	+	2633	5	1	4	22	23	14
gene:AT5G42890	5	17194170	17196093	-	1924	802	100	245	238	393	143
gene:AT5G42895	5	17196762	17197163	+	402	0	0	0	0	0	0
gene:AT5G42900	5	17197641	17199910	-	2270	652	36	238	257	419	136
gene:AT5G42905	5	17201414	17202323	-	910	0	0	0	0	0	0
gene:AT5G42910	5	17203742	17205380	+	1639	0	0	0	0	0	0
gene:AT5G42920	5	17205971	17209650	-	3680	434	182	135	308	387	199
gene:AT5G42930	5	17210533	17214220	-	3688	2	15	0	3	17	0
gene:AT5G42940	5	17216329	17220672	-	4344	824	365	454	387	401	200
gene:AT5G42950	5	17224270	17231384	+	7115	2814	886	661	782	1063	472
gene:AT5G42955	5	17231842	17232324	-	483	0	0	0	0	0	0
gene:AT5G42957	5	17233599	17234132	-	534	0	0	0	0	0	0
gene:AT5G42960	5	17235092	17236679	+	1588	461	212	105	163	181	126
gene:AT5G42965	5	17236736	17237139	+	404	0	19	0	0	0	0
gene:AT5G42970	5	17237153	17240816	-	3664	584	163	190	174	336	32
gene:AT5G42980	5	17242607	17244231	+	1625	22989	5648	6760	6330	8393	4143
gene:AT5G42990	5	17243987	17245988	-	2002	12	77	18	262	355	218
gene:AT5G43000	5	17246354	17247202	-	849	0	0	0	0	0	0
gene:AT5G43010	5	17248290	17251200	-	2911	352	394	292	340	343	160
gene:AT5G43020	5	17255205	17258077	-	2873	9	0	4	41	81	4
gene:AT5G43030	5	17258927	17260784	-	1858	0	0	24	1	0	0
gene:AT5G43040	5	17263685	17265777	-	2093	0	0	0	0	0	1
gene:AT5G43050	5	17267838	17269172	+	1335	173	34	36	120	68	69
gene:AT5G43060	5	17269310	17272298	-	2989	502	157	153	559	879	510
gene:AT5G43064	5	17282272	17282490	+	219	0	0	0	0	0	0
gene:AT5G43066	5	17284583	17284807	+	225	0	0	0	0	0	0
gene:AT5G43068	5	17286835	17287354	+	520	0	0	0	0	0	0
gene:AT5G43070	5	17288965	17289958	-	994	11	3	25	58	122	60
gene:AT5G43080	5	17292952	17295024	+	2073	149	23	8	16	86	10
gene:AT5G43090	5	17295933	17298214	+	2282	1	0	0	0	0	0
gene:AT5G43100	5	17298814	17303058	+	4245	989	380	483	195	307	174
gene:AT5G43110	5	17309842	17311937	+	2096	0	0	0	0	3	0
gene:AT5G43120	5	17312543	17314579	+	2037	0	0	0	0	5	0
gene:AT5G43130	5	17315326	17321231	-	5906	1345	214	282	552	769	323
gene:AT5G43140	5	17321395	17323484	+	2090	193	27	40	3	12	19
gene:AT5G43150	5	17324909	17325987	+	1079	21	3	18	24	35	31
gene:AT5G43155	5	17328460	17329240	+	781	0	0	6	35	29	0
gene:AT5G43160	5	17329275	17331352	+	2078	72	69	28	62	18	13
gene:AT5G43170	5	17330945	17331646	-	702	235	59	36	10	4	1
gene:AT5G43175	5	17334121	17335234	+	1114	0	0	0	0	0	0
gene:AT5G43180	5	17336291	17337884	-	1594	10	2	11	0	28	0
gene:AT5G43185	5	17338299	17338895	-	597	0	0	0	0	0	0
gene:AT5G43190	5	17340071	17341814	-	1744	324	37	125	73	55	54
gene:AT5G43200	5	17346141	17346829	-	689	0	0	0	0	0	0
gene:AT5G43210	5	17347565	17348746	+	1182	95	2	0	39	19	11
gene:AT5G43211	5	17348722	17348886	-	165	0	0	0	0	0	0
gene:AT5G43230	5	17348876	17352933	+	4058	4	0	0	0	1	0
gene:AT5G43240	5	17352976	17355138	-	2163	20	0	0	0	22	0
gene:AT5G43250	5	17355845	17356706	-	862	0	11	0	21	12	5
gene:AT5G43260	5	17357377	17358340	-	964	237	60	131	75	107	70
gene:AT5G43270	5	17360287	17363880	-	3594	317	31	6	136	237	75
gene:AT5G43280	5	17367827	17369510	+	1684	351	146	52	187	264	185
gene:AT5G43285	5	17370473	17370857	-	385	0	0	0	0	0	0
gene:AT5G43290	5	17371808	17373221	-	1414	0	0	15	1	39	0
gene:AT5G43300	5	17376619	17379282	-	2664	0	0	0	0	1	0
gene:AT5G43310	5	17379486	17385596	-	6111	359	171	262	713	821	205
gene:AT5G43320	5	17385760	17389600	-	3841	1923	582	404	612	709	380
gene:AT5G43330	5	17390381	17392741	+	2361	112	73	56	24	129	49
gene:AT5G43340	5	17393598	17395148	-	1551	0	0	0	0	0	0
gene:AT5G43350	5	17399769	17402158	-	2390	45	14	6	8	6	9
gene:AT5G43360	5	17409524	17411214	+	1691	0	0	0	0	0	0
gene:AT5G43370	5	17415698	17417972	+	2275	22	7	0	1	2	3
gene:AT5G43380	5	17419790	17421982	-	2193	484	107	218	123	100	75
gene:AT5G43390	5	17422799	17424964	-	2166	0	0	3	1	0	0
gene:AT5G43400	5	17425840	17428237	-	2398	161	41	27	86	38	49
gene:AT5G43401	5	17428582	17429097	-	516	0	0	0	0	0	0
gene:AT5G43410	5	17435010	17435405	-	396	0	3	0	0	0	0
gene:AT5G43420	5	17451488	17453124	+	1637	877	151	220	5	13	13
gene:AT5G43430	5	17453517	17455297	+	1781	280	49	106	151	213	46
gene:AT5G43440	5	17455233	17456695	-	1463	1287	364	205	193	322	147
gene:AT5G43450	5	17457124	17458980	-	1857	15272	3830	3702	81	181	30
gene:AT5G43460	5	17459873	17462516	+	2644	1798	529	693	502	744	302
gene:AT5G43470	5	17462547	17467448	-	4902	375	168	517	918	922	437
gene:AT5G43480	5	17467398	17467643	-	246	0	1	0	0	2	0
gene:AT5G43490	5	17468094	17469312	-	1219	0	25	0	0	0	0
gene:AT5G43500	5	17469490	17473619	+	4130	110	15	80	60	148	47
gene:AT5G43510	5	17474049	17474485	+	437	0	0	0	0	0	0
gene:AT5G43513	5	17477943	17478393	+	451	0	0	0	0	0	0
gene:AT5G43518	5	17484357	17484852	+	496	0	0	0	0	0	0
gene:AT5G43520	5	17485231	17486309	-	1079	2	0	0	0	0	0
gene:AT5G43525	5	17488088	17488516	+	429	0	0	0	0	0	0
gene:AT5G43530	5	17489271	17495024	+	5754	0	54	0	3	0	0
gene:AT5G43540	5	17496855	17497694	+	840	0	0	0	1	0	0
gene:AT5G43550	5	17497892	17498263	+	372	0	0	0	0	0	0
gene:AT5G43560	5	17500376	17505713	+	5338	1836	287	299	427	529	334
gene:AT5G43570	5	17506400	17507641	+	1242	2	0	26	0	0	0
gene:AT5G43580	5	17507801	17508752	-	952	1	0	0	0	0	1
gene:AT5G43590	5	17509118	17511745	-	2628	0	1	0	0	11	0
gene:AT5G43600	5	17512440	17515513	+	3074	406	105	82	282	301	128
gene:AT5G43610	5	17518880	17521098	+	2219	1	0	0	0	0	1
gene:AT5G43620	5	17522486	17524003	+	1518	313	88	53	4	88	22
gene:AT5G43630	5	17526660	17530605	+	3946	55	44	14	107	81	14
gene:AT5G43640	5	17531302	17532499	+	1198	0	0	0	0	3	0
gene:AT5G43650	5	17533130	17534796	-	1667	2504	416	362	0	0	1
gene:AT5G43660	5	17535970	17538595	-	2626	63	0	0	3	6	1
gene:AT5G43670	5	17538723	17541990	-	3268	357	32	180	146	217	103
gene:AT5G43680	5	17543991	17545847	+	1857	1	0	18	18	159	41
gene:AT5G43690	5	17546112	17547485	+	1374	0	0	0	0	0	1
gene:AT5G43695	5	17548180	17548612	+	433	0	0	0	0	0	0
gene:AT5G43700	5	17550179	17551715	+	1537	103	79	87	301	818	176
gene:AT5G43710	5	17552103	17556730	-	4628	33	69	59	27	128	54
gene:AT5G43720	5	17557088	17559412	-	2325	601	41	98	136	229	194
gene:AT5G43730	5	17560179	17564434	+	4256	238	42	96	68	129	44
gene:AT5G43740	5	17564697	17569148	+	4452	96	71	66	144	204	94
gene:AT5G43745	5	17569147	17575051	-	5905	372	52	79	248	333	78
gene:AT5G43750	5	17579867	17581275	-	1409	497	118	180	381	487	259
gene:AT5G43755	5	17582977	17583772	-	796	0	0	0	0	0	0
gene:AT5G43760	5	17585523	17588733	+	3211	2317	692	459	437	736	284
gene:AT5G43770	5	17588790	17589467	+	678	46	0	0	0	1	0
gene:AT5G43780	5	17589394	17591737	-	2344	333	26	48	100	47	27
gene:AT5G43790	5	17591929	17593666	-	1738	35	23	52	62	135	37
gene:AT5G43810	5	17610744	17616907	+	6164	764	115	251	882	1411	426
gene:AT5G43822	5	17618740	17621979	+	3240	138	1	37	58	77	36
gene:AT5G43820	5	17618948	17620710	+	1763	1	0	33	26	35	28
gene:AT5G43830	5	17622256	17624359	-	2104	1552	455	418	1745	2028	957
gene:AT5G43840	5	17625353	17626487	-	1135	0	0	0	4	0	0
gene:AT5G43850	5	17627132	17629363	-	2232	210	72	79	202	380	109
gene:AT5G43860	5	17630426	17632338	+	1913	0	0	0	21	18	14
gene:AT5G43870	5	17631426	17635945	-	4520	39	0	17	66	86	28
gene:AT5G43880	5	17639776	17643982	-	4207	558	80	358	248	331	173
gene:AT5G43890	5	17648576	17650375	-	1800	0	0	0	0	1	0
gene:AT5G43900	5	17656894	17667451	-	10558	1016	288	723	889	939	564
gene:AT5G43910	5	17667310	17670292	-	2983	8	0	0	24	46	29
gene:AT5G43920	5	17672628	17676023	+	3396	88	38	60	144	296	188
gene:AT5G43930	5	17676795	17681100	+	4306	82	104	129	129	165	95
gene:AT5G43935	5	17682179	17683446	+	1268	0	0	0	1	0	0
gene:AT5G43940	5	17684156	17686534	+	2379	2479	817	965	1462	2164	675
gene:AT5G43950	5	17686500	17688668	-	2169	272	22	53	55	51	60
gene:AT5G43960	5	17688788	17692014	-	3227	1220	284	335	615	814	400
gene:AT5G43970	5	17692786	17693481	+	696	105	10	83	80	159	142
gene:AT5G43980	5	17694680	17696690	-	2011	0	0	12	17	11	4
gene:AT5G43990	5	17697686	17702036	+	4351	75	36	36	75	109	46
gene:AT5G44000	5	17702010	17704005	-	1996	110	0	27	90	180	66
gene:AT5G44005	5	17704843	17705793	-	951	1	0	0	2	33	0
gene:AT5G44010	5	17706396	17709326	-	2931	74	0	1	28	25	30
gene:AT5G44020	5	17712203	17714406	+	2204	181	105	269	80	155	46
gene:AT5G44030	5	17714390	17719723	+	5334	1931	626	841	602	1502	604
gene:AT5G44040	5	17719659	17721606	-	1948	15	136	91	186	206	107
gene:AT5G44050	5	17722402	17726543	+	4142	275	0	16	2	15	0
gene:AT5G44060	5	17731005	17732298	+	1294	770	195	202	158	158	53
gene:AT5G44063	5	17732319	17733425	+	1107	303	9	52	21	23	62
gene:AT5G44065	5	17733485	17733774	+	290	0	0	1	0	0	0
gene:AT5G44070	5	17734706	17737859	+	3154	2804	487	971	569	501	342
gene:AT5G44080	5	17737874	17739949	-	2076	235	28	154	147	166	133
gene:AT5G44090	5	17742765	17748526	-	5762	1163	504	752	385	429	274
gene:AT5G44100	5	17749057	17752849	-	3793	215	311	170	295	529	143
gene:AT5G44110	5	17753959	17755768	-	1810	0	28	0	48	13	23
gene:AT5G44120	5	17756238	17758336	-	2099	2	0	0	0	0	0
gene:AT5G44130	5	17760865	17762089	+	1225	5	7	44	193	231	31
gene:AT5G44140	5	17762491	17763666	+	1176	0	0	0	0	6	0
gene:AT5G44150	5	17763631	17765428	-	1798	54	41	22	75	114	30
gene:AT5G44160	5	17772856	17775749	+	2894	51	80	26	135	164	129
gene:AT5G44170	5	17780206	17781364	+	1159	30	92	40	111	106	27
gene:AT5G44180	5	17782428	17790234	+	7807	1782	532	780	721	1007	547
gene:AT5G44190	5	17798262	17800926	+	2665	200	122	65	200	237	118
gene:AT5G44200	5	17801737	17804203	-	2467	323	63	95	292	234	106
gene:AT5G44210	5	17806397	17807541	+	1145	0	0	2	2	17	0
gene:AT5G44220	5	17810477	17811364	+	888	1	0	0	0	0	0
gene:AT5G44230	5	17814244	17816789	+	2546	95	38	55	70	165	38
gene:AT5G44240	5	17816904	17823708	+	6805	2074	232	882	552	557	291
gene:AT5G44250	5	17823714	17825762	-	2049	167	60	32	114	268	119
gene:AT5G44260	5	17829618	17831336	-	1719	12	0	0	12	41	34
gene:AT5G44265	5	17832779	17833316	-	538	0	0	0	0	0	0
gene:AT5G44270	5	17833636	17835817	+	2182	0	0	171	0	30	0
gene:AT5G44280	5	17835810	17839303	-	3494	128	6	40	43	93	26
gene:AT5G44290	5	17840424	17843806	-	3383	2575	586	750	445	416	162
gene:AT5G44300	5	17845127	17846197	-	1071	0	0	0	0	1	0
gene:AT5G44306	5	17847199	17847549	-	351	0	0	0	0	0	0
gene:AT5G44310	5	17847781	17849536	-	1756	0	0	0	0	0	0
gene:AT5G44316	5	17852911	17854521	+	1611	0	0	0	0	0	0
gene:AT5G44320	5	17854547	17856740	-	2194	821	542	475	448	526	193
gene:AT5G44330	5	17857325	17859056	+	1732	0	0	0	0	0	0
gene:AT5G44340	5	17859136	17861150	-	2015	3768	1472	1542	1244	1773	780
gene:AT5G44345	5	17862113	17863079	+	967	0	0	0	0	0	0
gene:AT5G44350	5	17864376	17865756	+	1381	3	1	9	1	8	0
gene:AT5G44360	5	17871924	17873829	-	1906	0	0	0	0	0	0
gene:AT5G44370	5	17874734	17877658	-	2925	133	1	55	111	74	84
gene:AT5G44380	5	17878672	17881495	-	2824	25	1	1	2	0	5
gene:AT5G44390	5	17882079	17885012	-	2934	156	54	42	0	8	0
gene:AT5G44400	5	17886160	17888530	-	2371	2668	669	679	396	799	244
gene:AT5G44410	5	17891132	17893067	-	1936	316	53	39	156	260	158
gene:AT5G44420	5	17906968	17907638	-	671	0	0	0	0	0	0
gene:AT5G44430	5	17908850	17909507	-	658	0	0	0	0	0	0
gene:AT5G44440	5	17910480	17912643	-	2164	1	43	0	0	0	0
gene:AT5G44450	5	17913997	17916019	-	2023	191	3	34	205	165	49
gene:AT5G44460	5	17916993	17918001	+	1009	1	0	3	0	1	1
gene:AT5G44470	5	17918739	17919164	+	426	0	0	0	0	0	0
gene:AT5G44480	5	17920456	17923802	+	3347	334	2	69	0	8	0
gene:AT5G44490	5	17923852	17925843	+	1992	0	0	3	4	40	12
gene:AT5G44495	5	17926302	17926710	-	409	0	0	1	0	0	0
gene:AT5G44500	5	17927443	17929835	+	2393	75	51	46	66	126	67
gene:AT5G44510	5	17929558	17934222	-	4665	341	138	105	103	160	151
gene:AT5G44520	5	17934287	17936554	-	2268	125	2	48	169	276	52
gene:AT5G44530	5	17937622	17941292	+	3671	259	202	64	503	379	153
gene:AT5G44540	5	17941287	17941646	-	360	82	0	0	11	1	0
gene:AT5G44550	5	17941842	17943283	-	1442	5	5	1	1	1	2
gene:AT5G44560	5	17945923	17948400	+	2478	124	0	15	66	255	169
gene:AT5G44563	5	17949328	17950254	+	927	1	0	16	0	0	0
gene:AT5G44565	5	17951442	17953180	+	1739	33	36	45	2	18	30
gene:AT5G44567	5	17953282	17954554	+	1273	0	0	9	0	0	0
gene:AT5G44568	5	17961019	17962276	-	1258	366	118	291	25	48	17
gene:AT5G44566	5	17963604	17963783	-	180	0	53	9	21	16	0
gene:AT5G44570	5	17964416	17966496	+	2081	123	24	24	0	51	26
gene:AT5G44572	5	17968092	17970342	+	2251	146	0	19	102	50	6
gene:AT5G44574	5	17970210	17971456	+	1247	26	0	1	0	0	0
gene:AT5G44575	5	17973775	17975120	+	1346	20	0	0	0	0	4
gene:AT5G44578	5	17977172	17978643	+	1472	0	6	0	31	24	28
gene:AT5G44580	5	17979149	17980550	+	1402	550	165	274	448	442	359
gene:AT5G44582	5	17980850	17981958	+	1109	145	6	10	80	183	56
gene:AT5G44585	5	17984527	17986431	+	1905	477	35	42	20	12	3
gene:AT5G44590	5	17987591	17989338	+	1748	0	0	0	0	0	0
gene:AT5G44600	5	17989793	17991717	+	1925	0	6	0	108	109	28
gene:AT5G44610	5	17993535	17994722	-	1188	2	16	3	0	1	3
gene:AT5G44620	5	17997597	18000451	-	2855	0	0	0	0	0	0
gene:AT5G44630	5	18002996	18005849	+	2854	0	0	0	0	0	0
gene:AT5G44635	5	18006212	18010667	-	4456	6	56	60	229	113	94
gene:AT5G44640	5	18011146	18012882	+	1737	0	0	0	0	0	0
gene:AT5G44650	5	18013149	18015434	+	2286	593	88	206	728	901	331
gene:AT5G44660	5	18015522	18017307	+	1786	177	8	8	122	158	2
gene:AT5G44670	5	18018905	18021508	-	2604	196	36	28	106	114	22
gene:AT5G44680	5	18023985	18026077	-	2093	697	182	348	1687	2516	1311
gene:AT5G44690	5	18029338	18032293	-	2956	41	0	0	0	0	0
