"","trt_1","trt_2","trt_3","ctr_1","ctr_2","ctr_3"
"gene:AT5G55840",0,1,3,10,72,36
"gene:AT5G55850",1351,236,485,487,598,279
"gene:AT5G55855",0,0,0,0,0,0
"gene:AT5G55856",0,0,0,0,0,0
"gene:AT5G55860",485,119,248,178,173,132
"gene:AT5G55870",0,0,0,0,0,0
"gene:AT5G55880",0,0,0,0,0,0
"gene:AT5G55890",0,0,0,0,0,0
"gene:AT5G55893",1,0,0,0,2,0
"gene:AT5G55900",149,0,11,42,65,26
"gene:AT5G55910",375,143,142,274,493,135
"gene:AT5G55920",1724,595,626,292,521,204
"gene:AT5G55930",21,0,1,202,323,23
"gene:AT5G55940",86,30,66,186,361,119
"gene:AT5G55950",170,84,52,18,36,14
"gene:AT5G55960",431,79,79,399,491,276
"gene:AT5G55970",438,161,108,23,154,23
"gene:AT5G55980",0,0,0,0,0,0
"gene:AT5G55990",330,77,56,109,161,119
"gene:AT5G56000",918,404,250,280,283,93
"gene:AT5G56010",4108,1255,1468,1238,1673,751
"gene:AT5G56020",186,31,2,54,115,63
"gene:AT5G56030",5258,1550,1463,1216,2042,452
"gene:AT5G56040",775,156,78,546,915,310
"gene:AT5G56050",634,229,183,50,28,17
"gene:AT5G56060",1,0,0,0,0,0
"gene:AT5G56070",0,0,0,0,0,0
"gene:AT5G56075",0,9,0,0,0,0
"gene:AT5G56080",0,0,0,0,0,0
"gene:AT5G56090",20,29,25,62,100,64
"gene:AT5G56100",1,0,33,25,44,24
"gene:AT5G56110",0,0,0,0,0,0
"gene:AT5G56120",2,21,10,38,51,36
"gene:AT5G56130",1,14,84,88,119,66
"gene:AT5G56140",609,67,80,215,285,212
"gene:AT5G56150",1334,405,354,324,398,287
"gene:AT5G56160",132,58,0,70,86,12
"gene:AT5G56170",733,376,295,223,290,162
"gene:AT5G56180",2,80,22,115,124,52
"gene:AT5G56190",749,96,161,193,215,53
"gene:AT5G56200",0,7,7,0,0,0
"gene:AT5G56210",248,49,53,126,193,70
"gene:AT5G56220",3,3,1,8,20,0
"gene:AT5G56230",35,0,0,0,8,0
"gene:AT5G56240",917,242,259,594,798,371
"gene:AT5G56250",426,93,131,297,240,210
"gene:AT5G56260",316,156,89,201,209,140
"gene:AT5G56270",295,100,90,321,405,155
"gene:AT5G56280",573,41,151,168,290,106
"gene:AT5G56290",741,105,138,271,610,186
"gene:AT5G56300",1,0,0,0,0,0
"gene:AT5G56310",67,11,8,3,52,65
"gene:AT5G56320",1,1,1,24,40,0
"gene:AT5G56325",0,0,1,0,0,0
"gene:AT5G56330",2,0,0,0,0,0
"gene:AT5G56340",529,134,124,224,202,163
"gene:AT5G56350",3536,1780,975,389,357,87
"gene:AT5G56360",330,77,166,569,745,361
"gene:AT5G56368",0,0,0,1,0,0
"gene:AT5G56369",0,0,0,0,0,0
"gene:AT5G56370",2,36,23,17,40,9
"gene:AT5G56380",35,17,14,52,21,42
"gene:AT5G56390",0,0,0,0,0,0
"gene:AT5G56400",0,0,0,0,0,0
"gene:AT5G56410",0,0,0,0,0,0
"gene:AT5G56420",24,33,45,30,73,32
"gene:AT5G56430",0,0,0,0,2,0
"gene:AT5G56440",0,0,0,6,1,1
"gene:AT5G56450",45,1,18,125,85,18
"gene:AT5G56452",0,0,0,0,0,0
"gene:AT5G56460",209,196,109,160,206,104
"gene:AT5G56470",0,0,0,0,0,0
"gene:AT5G56480",0,0,0,0,0,0
"gene:AT5G56490",0,0,0,0,0,0
"gene:AT5G56500",775,97,178,423,283,218
"gene:AT5G56510",109,98,156,0,1,0
"gene:AT5G56520",88,0,55,76,89,55
"gene:AT5G56530",588,66,92,358,484,92
"gene:AT5G56540",80,110,40,19,62,25
"gene:AT5G56550",0,73,81,152,207,95
"gene:AT5G56555",0,0,0,0,0,0
"gene:AT5G56560",0,0,0,0,0,0
"gene:AT5G56570",1,0,0,0,8,3
"gene:AT5G56580",0,0,5,108,49,36
"gene:AT5G56590",1,123,53,219,219,115
"gene:AT5G56600",201,0,95,204,182,65
"gene:AT5G56610",103,52,0,14,26,4
"gene:AT5G56620",74,0,19,6,20,30
"gene:AT5G56630",166,94,176,253,234,141
"gene:AT5G56640",0,0,0,0,0,0
"gene:AT5G56650",503,219,18,338,263,149
"gene:AT5G56660",301,108,66,76,113,32
"gene:AT5G56670",900,272,346,319,737,279
"gene:AT5G56680",1874,452,678,280,589,203
"gene:AT5G56690",0,0,0,0,0,0
"gene:AT5G56700",0,0,0,0,0,0
"gene:AT5G56710",1898,592,679,817,1526,389
"gene:AT5G56720",350,1,41,64,103,71
"gene:AT5G56730",97,122,17,167,230,93
"gene:AT5G56740",268,50,38,60,76,37
"gene:AT5G56750",389,31,73,211,319,70
"gene:AT5G56760",1171,266,213,363,405,144
"gene:AT5G56770",0,0,0,0,0,0
"gene:AT5G56780",330,88,41,192,99,105
"gene:AT5G56790",1721,286,515,957,781,552
"gene:AT5G56795",33,12,9,17,27,17
"gene:AT5G56800",1,0,0,0,0,1
"gene:AT5G56810",0,0,0,0,0,0
"gene:AT5G56820",0,0,0,0,0,0
"gene:AT5G56840",0,1,7,0,18,5
"gene:AT5G56850",606,113,159,498,605,413
"gene:AT5G56860",207,45,33,214,340,167
"gene:AT5G56870",1,26,97,15,44,53
"gene:AT5G56880",0,0,10,0,1,1
"gene:AT5G56890",844,354,407,620,645,254
"gene:AT5G56900",336,200,102,152,239,136
"gene:AT5G56910",0,4,182,36,96,17
"gene:AT5G56920",0,0,0,0,0,0
"gene:AT5G56930",348,22,0,59,94,46
"gene:AT5G56940",177,16,64,64,267,112
"gene:AT5G56950",2186,270,571,257,492,100
"gene:AT5G56960",581,197,199,0,1,1
"gene:AT5G56970",0,1,0,0,3,0
"gene:AT5G56980",3754,655,758,54,88,102
"gene:AT5G56985",1124,226,258,36,18,36
"gene:AT5G56990",85,0,0,0,2,1
"gene:AT5G57000",106,17,21,49,72,32
"gene:AT5G57010",258,31,34,0,5,3
"gene:AT5G57015",1096,588,503,207,571,287
"gene:AT5G57020",506,126,250,302,506,335
"gene:AT5G57030",705,98,64,618,705,167
"gene:AT5G57035",1623,611,611,139,182,71
"gene:AT5G57040",400,87,189,122,311,96
"gene:AT5G57050",141,41,78,27,38,6
"gene:AT5G57060",340,77,109,15,96,66
"gene:AT5G57070",398,55,86,83,114,54
"gene:AT5G57080",0,65,3,5,52,0
"gene:AT5G57090",60,0,0,2,0,0
"gene:AT5G57100",0,0,1,22,100,23
"gene:AT5G57110",1988,683,547,1081,1587,552
"gene:AT5G57120",2433,432,694,370,657,411
"gene:AT5G57123",495,219,167,1,0,0
"gene:AT5G57130",1305,380,349,1177,1296,706
"gene:AT5G57140",1769,283,175,75,190,7
"gene:AT5G57150",299,91,128,36,132,46
"gene:AT5G57160",282,152,86,121,197,135
"gene:AT5G57170",26,0,0,17,142,40
"gene:AT5G57180",587,112,53,572,591,438
"gene:AT5G57190",1231,78,242,77,69,16
"gene:AT5G57200",2,0,3,0,1,0
"gene:AT5G57210",439,195,166,175,96,23
"gene:AT5G57220",1407,562,441,2,45,3
"gene:AT5G57230",138,31,9,52,85,73
"gene:AT5G57240",42,31,25,44,15,1
"gene:AT5G57250",173,125,133,246,171,91
"gene:AT5G57260",0,0,0,0,0,0
"gene:AT5G57270",206,139,37,149,227,90
"gene:AT5G57280",880,286,226,108,229,184
"gene:AT5G57290",719,400,399,701,851,367
"gene:AT5G57300",67,10,55,143,154,127
"gene:AT5G57320",0,0,15,7,35,4
"gene:AT5G57330",459,163,197,661,582,186
"gene:AT5G57340",214,0,41,257,255,29
"gene:AT5G57345",322,9,98,132,194,51
"gene:AT5G57350",9290,2007,2571,8059,8320,4272
"gene:AT5G57360",459,240,142,434,392,175
"gene:AT5G57370",238,28,89,62,183,63
"gene:AT5G57380",2,0,0,0,5,0
"gene:AT5G57390",27,119,110,134,132,121
"gene:AT5G57400",0,0,0,0,0,0
"gene:AT5G57410",207,148,59,204,209,46
"gene:AT5G57420",0,0,0,0,1,1
"gene:AT5G57440",309,36,28,179,202,156
"gene:AT5G57450",0,0,2,0,24,1
"gene:AT5G57460",370,178,113,315,642,272
"gene:AT5G57480",598,222,198,20,34,24
"gene:AT5G57490",1119,664,238,291,462,287
"gene:AT5G57500",2228,877,415,84,89,47
"gene:AT5G57510",1403,124,330,3,16,11
"gene:AT5G57520",0,0,0,14,35,0
"gene:AT5G57530",127,0,0,0,0,0
"gene:AT5G57535",0,0,0,0,0,0
"gene:AT5G57540",0,0,0,0,0,0
"gene:AT5G57550",58,1,0,0,1,0
"gene:AT5G57560",3109,578,610,68,24,23
"gene:AT5G57565",84,52,33,32,76,62
"gene:AT5G57569",1,0,0,0,0,0
"gene:AT5G57567",1,1,0,0,9,0
"gene:AT5G57570",103,0,7,8,22,47
"gene:AT5G57580",1829,608,567,465,478,214
"gene:AT5G57590",39,5,64,112,75,32
"gene:AT5G57610",191,98,57,219,203,125
"gene:AT5G57620",3,0,0,0,0,0
"gene:AT5G57625",1,0,1,0,1,0
"gene:AT5G57630",1382,116,447,507,538,203
"gene:AT5G57640",294,30,67,24,16,15
"gene:AT5G57650",0,0,0,8,1,0
"gene:AT5G57655",967,104,373,454,570,237
"gene:AT5G57660",258,175,175,64,103,62
"gene:AT5G57670",146,14,0,6,39,0
"gene:AT5G57685",35,16,49,249,255,213
"gene:AT5G57690",0,0,0,2,12,1
"gene:AT5G57700",46,22,26,47,70,51
"gene:AT5G57710",5776,1875,2553,851,827,518
"gene:AT5G57720",0,0,0,1,0,0
"gene:AT5G57740",23,20,34,97,100,74
"gene:AT5G57750",0,0,0,0,0,0
"gene:AT5G57760",31,18,6,43,77,13
"gene:AT5G57770",0,1,5,43,59,15
"gene:AT5G57780",1,0,5,1,4,19
"gene:AT5G57785",0,5,10,0,4,0
"gene:AT5G57790",0,0,7,0,21,6
"gene:AT5G57800",332,6,61,58,143,39
"gene:AT5G57810",1,0,0,0,1,0
"gene:AT5G57815",717,79,104,100,245,118
"gene:AT5G57820",0,0,0,0,1,0
"gene:AT5G57830",58,22,14,20,99,52
"gene:AT5G57840",98,1,3,36,41,44
"gene:AT5G57850",81,90,58,342,305,145
"gene:AT5G57860",238,8,17,191,147,96
"gene:AT5G57870",3100,1211,1178,832,1098,576
"gene:AT5G57880",117,251,85,141,175,29
"gene:AT5G57887",116,251,58,96,104,20
"gene:AT5G57890",142,1,55,36,92,1
"gene:AT5G57900",20,71,36,77,169,75
"gene:AT5G57910",134,72,125,38,132,79
"gene:AT5G57920",0,1,0,1,0,7
"gene:AT5G57930",681,115,132,477,728,347
"gene:AT5G57940",1057,59,222,788,981,403
"gene:AT5G57950",116,3,59,53,51,61
"gene:AT5G57960",395,42,28,126,233,71
"gene:AT5G57970",3,25,7,51,18,26
"gene:AT5G57980",0,1,8,23,0,0
"gene:AT5G57990",3626,908,1060,723,903,375
"gene:AT5G58000",495,60,45,44,70,32
"gene:AT5G58003",114,128,67,61,152,48
"gene:AT5G58005",339,34,51,34,144,27
"gene:AT5G58010",1,1,9,0,0,0
"gene:AT5G58020",1744,602,505,251,264,175
"gene:AT5G58030",141,53,142,177,293,49
"gene:AT5G58040",3066,475,995,706,914,435
"gene:AT5G58050",2,0,0,5,2,1
"gene:AT5G58060",1052,134,208,288,571,251
"gene:AT5G58070",961,264,275,347,381,240
"gene:AT5G58080",9,0,0,0,1,0
"gene:AT5G58090",121,71,96,273,306,139
"gene:AT5G58100",891,104,341,626,559,260
"gene:AT5G58110",696,157,335,374,227,175
"gene:AT5G58120",856,114,158,268,166,129
"gene:AT5G58130",1105,155,216,252,324,23
"gene:AT5G58140",1286,454,672,746,1174,521
"gene:AT5G58150",491,123,164,150,176,92
"gene:AT5G58160",127,19,74,329,116,123
"gene:AT5G58170",1,1,1,0,0,0
"gene:AT5G58180",3,0,0,0,0,1
"gene:AT5G58190",176,63,37,66,120,29
"gene:AT5G58200",820,146,127,192,235,125
"gene:AT5G58210",877,209,245,77,103,4
"gene:AT5G58220",285,70,50,146,285,120
"gene:AT5G58230",195,196,60,83,286,164
"gene:AT5G58240",13,66,29,109,183,48
"gene:AT5G58250",1018,254,260,722,929,426
"gene:AT5G58260",306,20,149,197,429,60
"gene:AT5G58270",346,196,233,299,561,201
"gene:AT5G58280",0,0,0,0,0,0
"gene:AT5G58290",6589,1590,1732,1589,1447,1291
"gene:AT5G58300",904,109,368,1409,1074,772
"gene:AT5G58310",1,0,0,26,61,5
"gene:AT5G58320",510,118,148,230,93,96
"gene:AT5G58330",2931,573,638,1320,1706,915
"gene:AT5G58340",266,192,57,196,132,54
"gene:AT5G58350",540,244,251,198,152,50
"gene:AT5G58360",22,1,18,3,4,0
"gene:AT5G58370",1079,8,176,204,159,66
"gene:AT5G58375",319,198,161,98,184,124
"gene:AT5G58380",331,201,161,180,292,33
"gene:AT5G58390",11,0,0,0,10,4
"gene:AT5G58400",3,0,0,0,1,0
"gene:AT5G58410",589,133,342,326,403,117
"gene:AT5G58412",0,0,0,0,0,0
"gene:AT5G58420",1093,727,737,511,859,302
"gene:AT5G58430",4394,1520,1412,244,318,168
"gene:AT5G58440",706,167,141,258,342,144
"gene:AT5G58450",329,44,53,190,293,83
"gene:AT5G58460",5,0,0,0,0,0
"gene:AT5G58470",614,555,531,411,242,241
"gene:AT5G58480",9,0,16,93,104,4
"gene:AT5G58490",448,46,50,292,270,173
"gene:AT5G58500",5,0,7,0,0,1
"gene:AT5G58510",154,260,144,176,248,242
"gene:AT5G58520",11,92,59,232,232,125
"gene:AT5G58530",91,81,25,44,91,40
"gene:AT5G58540",286,82,39,177,104,39
"gene:AT5G58550",45,97,43,144,216,68
"gene:AT5G58560",43,19,47,173,226,27
"gene:AT5G58570",21,1,0,20,52,7
"gene:AT5G58575",24,117,0,68,104,62
"gene:AT5G58580",113,0,0,1,12,0
"gene:AT5G58590",366,78,103,340,309,137
"gene:AT5G58600",32,4,26,41,118,28
"gene:AT5G58610",49,15,31,2,0,6
"gene:AT5G58620",640,158,100,266,244,90
"gene:AT5G58630",33,47,6,12,10,1
"gene:AT5G58640",51,68,272,145,303,159
"gene:AT5G58650",310,59,49,48,88,58
"gene:AT5G58660",0,1,0,1,0,1
"gene:AT5G58670",5,4,11,54,21,44
"gene:AT5G58680",144,31,37,5,9,1
"gene:AT5G58690",549,169,54,81,53,1
"gene:AT5G58700",110,17,30,15,97,20
"gene:AT5G58710",675,231,443,565,788,438
"gene:AT5G58720",649,122,243,374,545,350
"gene:AT5G58730",157,62,147,114,98,41
"gene:AT5G58740",185,176,140,96,158,128
"gene:AT5G58750",0,0,0,0,0,0
"gene:AT5G58760",104,1,4,88,16,9
"gene:AT5G58770",4,0,8,17,19,1
"gene:AT5G58780",0,0,0,1,0,0
"gene:AT5G58782",0,0,0,0,0,0
"gene:AT5G58784",0,0,0,8,2,0
"gene:AT5G58787",663,223,410,192,172,71
"gene:AT5G58790",13,1,35,26,25,78
"gene:AT5G58800",258,122,218,251,326,198
"gene:AT5G58820",3,1,1,2,1,0
"gene:AT5G58830",0,0,1,0,0,0
"gene:AT5G58840",137,0,13,3,6,0
"gene:AT5G58850",0,0,0,0,0,0
"gene:AT5G58860",5,2,0,2,2,0
"gene:AT5G58870",565,66,339,324,375,264
"gene:AT5G58880",1,0,0,0,0,1
"gene:AT5G58890",0,0,0,0,0,0
"gene:AT5G58900",21,109,42,259,320,163
"gene:AT5G58910",0,0,0,0,3,0
"gene:AT5G58920",617,28,55,188,186,79
"gene:AT5G58930",295,133,116,337,330,117
"gene:AT5G58940",97,60,88,33,32,4
"gene:AT5G58950",2968,1257,1060,1157,1301,774
"gene:AT5G58960",313,22,103,169,396,85
"gene:AT5G58970",18,77,20,155,151,24
"gene:AT5G58980",913,48,179,257,334,206
"gene:AT5G58990",459,42,106,82,259,122
"gene:AT5G59000",658,69,103,123,170,112
"gene:AT5G59010",332,37,78,93,335,113
"gene:AT5G59020",97,2,8,193,161,67
"gene:AT5G59030",232,2,265,136,54,40
"gene:AT5G59040",0,0,0,0,0,0
"gene:AT5G59050",32,8,28,70,155,93
"gene:AT5G59060",0,0,0,0,0,0
"gene:AT5G59080",812,118,205,313,320,161
"gene:AT5G59070",49,0,14,29,3,4
"gene:AT5G59090",5,0,0,0,20,8
"gene:AT5G59100",1,0,0,0,0,0
"gene:AT5G59105",0,0,0,0,0,0
"gene:AT5G59110",0,0,0,0,0,0
"gene:AT5G59120",0,0,0,0,0,0
"gene:AT5G59130",14,16,6,41,109,36
"gene:AT5G59140",488,69,177,125,269,132
"gene:AT5G59150",104,78,147,54,206,121
"gene:AT5G59160",717,125,316,412,546,268
"gene:AT5G59170",0,0,0,0,0,0
"gene:AT5G59180",187,21,34,65,166,98
"gene:AT5G59190",50,0,0,0,3,0
"gene:AT5G59200",0,0,0,6,33,6
"gene:AT5G59210",656,23,86,94,162,40
"gene:AT5G59220",191,12,78,0,5,0
"gene:AT5G59230",0,0,0,0,0,0
"gene:AT5G59240",38,28,29,1,27,0
"gene:AT5G59250",428,155,269,324,410,154
"gene:AT5G59260",0,0,0,0,1,0
"gene:AT5G59270",2,0,0,0,0,0
"gene:AT5G59280",0,0,0,0,0,0
"gene:AT5G59290",3299,915,1071,398,1123,402
"gene:AT5G59300",137,17,45,97,134,125
"gene:AT5G59305",0,0,0,0,0,0
"gene:AT5G59310",1,0,0,0,0,0
"gene:AT5G59320",0,0,0,0,0,0
"gene:AT5G59330",0,0,0,0,0,0
"gene:AT5G59340",0,0,0,0,0,0
"gene:AT5G59350",38,27,38,81,143,125
"gene:AT5G59360",0,15,14,173,207,97
"gene:AT5G59370",0,0,0,1,11,0
"gene:AT5G59380",2,2,35,103,67,49
"gene:AT5G59390",2,0,7,31,0,0
"gene:AT5G59400",120,5,0,70,108,30
"gene:AT5G59410",73,29,15,118,74,0
"gene:AT5G59420",1962,663,1131,403,571,285
"gene:AT5G59430",1258,232,374,236,325,159
"gene:AT5G59440",276,60,54,109,205,77
"gene:AT5G59450",4835,925,1057,154,278,98
"gene:AT5G59460",1,47,63,63,101,17
"gene:AT5G59470",99,0,38,19,35,13
"gene:AT5G59480",646,88,73,86,115,81
"gene:AT5G59490",1,0,0,0,0,0
"gene:AT5G59500",109,83,20,81,233,211
"gene:AT5G59510",265,88,103,0,0,0
"gene:AT5G59520",169,1,0,12,5,1
"gene:AT5G59530",212,81,55,1,1,0
"gene:AT5G59540",8529,1695,2009,255,586,150
"gene:AT5G59550",2692,829,887,166,144,59
"gene:AT5G59560",345,206,202,98,112,59
"gene:AT5G59570",728,271,149,76,104,56
"gene:AT5G59580",11,60,10,0,11,0
"gene:AT5G59590",0,1,0,0,0,0
"gene:AT5G59610",69,7,36,56,199,128
"gene:AT5G59600",24,2,24,14,27,57
"gene:AT5G59613",2995,622,488,824,1497,623
"gene:AT5G59616",1,0,0,0,0,0
"gene:AT5G59650",1,0,23,4,31,21
"gene:AT5G59660",0,0,0,1,0,0
"gene:AT5G59670",2,0,12,9,13,2
"gene:AT5G59680",945,450,409,0,0,1
"gene:AT5G59690",280,49,129,479,672,388
"gene:AT5G59700",192,52,40,23,2,0
"gene:AT5G59710",671,147,119,159,212,69
"gene:AT5G59720",92,21,2,16,0,12
"gene:AT5G59730",2592,685,739,317,217,96
"gene:AT5G59740",0,0,5,33,39,20
"gene:AT5G59750",4,0,49,123,353,132
"gene:AT5G59760",143,10,0,0,8,0
"gene:AT5G59770",81,82,77,114,145,72
"gene:AT5G59780",146,11,145,118,145,171
"gene:AT5G59790",96,101,44,31,20,0
"gene:AT5G59800",0,0,12,45,81,17
"gene:AT5G59810",1,0,0,0,0,0
"gene:AT5G59820",1995,306,522,24,22,8
"gene:AT5G59830",137,43,91,216,231,54
"gene:AT5G59840",176,64,45,181,213,61
"gene:AT5G59845",0,36,0,50,80,10
"gene:AT5G59850",1905,548,687,652,1039,325
"gene:AT5G59860",334,58,103,102,146,47
"gene:AT5G59865",0,0,1,0,9,2
"gene:AT5G59870",61,69,42,264,545,101
"gene:AT5G59880",2685,728,837,908,1863,742
"gene:AT5G59890",3870,1041,755,1295,1576,691
"gene:AT5G59895",905,134,139,138,314,144
"gene:AT5G59900",116,16,17,59,105,97
"gene:AT5G59910",1179,268,777,1443,1650,638
"gene:AT5G59920",62,49,114,69,131,51
"gene:AT5G59930",1,1,1,0,0,1
"gene:AT5G59940",1,0,14,0,0,0
"gene:AT5G59950",883,332,330,472,420,504
"gene:AT5G59960",465,38,125,284,376,181
"gene:AT5G59970",133,25,11,253,329,105
"gene:AT5G59980",8,90,38,59,123,15
"gene:AT5G59990",3,0,1,17,24,5
"gene:AT5G60000",0,0,0,0,0,0
"gene:AT5G60010",1,0,15,0,2,0
"gene:AT5G60020",2112,1076,452,355,998,470
"gene:AT5G60030",949,308,313,250,202,89
"gene:AT5G60040",368,30,93,155,162,66
"gene:AT5G60050",2,85,1,69,57,41
"gene:AT5G60060",2,0,0,0,0,0
"gene:AT5G60070",0,0,0,0,1,0
"gene:AT5G60080",0,0,1,0,0,0
"gene:AT5G60090",0,0,0,0,0,0
"gene:AT5G60100",404,109,123,252,360,149
"gene:AT5G60110",0,0,1,0,0,0
"gene:AT5G60120",254,21,42,227,224,77
"gene:AT5G60130",0,0,0,29,8,4
"gene:AT5G60140",0,0,0,0,0,0
"gene:AT5G60142",0,0,0,3,1,0
"gene:AT5G60150",119,5,1,18,59,57
"gene:AT5G60160",287,164,138,364,424,138
"gene:AT5G60170",1864,409,437,344,769,257
"gene:AT5G60180",88,0,2,5,28,1
"gene:AT5G60190",158,0,9,89,30,101
"gene:AT5G60200",9,1,38,368,557,226
"gene:AT5G60210",45,4,235,127,268,41
"gene:AT5G60215",0,0,0,10,23,0
"gene:AT5G60220",0,0,0,0,4,0
"gene:AT5G60230",268,0,0,22,40,2
"gene:AT5G60240",0,0,0,0,33,0
"gene:AT5G60250",57,4,112,4,3,3
"gene:AT5G60260",0,4,0,0,0,0
"gene:AT5G60265",0,0,0,0,0,0
"gene:AT5G60270",489,224,396,36,52,13
"gene:AT5G60280",7,44,23,16,57,16
"gene:AT5G60290",1,3,13,50,15,15
"gene:AT5G60300",1138,303,199,82,188,70
"gene:AT5G60310",210,10,19,0,2,15
"gene:AT5G60320",1,0,0,0,0,0
"gene:AT5G60335",0,0,0,6,1,1
"gene:AT5G60340",575,181,103,237,324,142
"gene:AT5G60350",88,59,53,0,0,0
"gene:AT5G60360",2767,625,835,1378,1725,820
"gene:AT5G60370",89,0,20,51,37,25
"gene:AT5G60380",0,1,0,0,0,0
"gene:AT5G60390",18601,7022,6210,9477,13431,4714
"gene:AT5G60400",190,0,48,244,262,232
"gene:AT5G60410",1587,706,864,926,930,387
"gene:AT5G60430",160,29,14,48,54,45
"gene:AT5G60440",0,0,12,1,16,12
"gene:AT5G60450",431,60,85,714,653,303
"gene:AT5G60460",58,1,30,57,33,11
"gene:AT5G60470",0,0,0,19,26,0
"gene:AT5G60480",0,0,0,0,0,0
"gene:AT5G60490",638,202,102,227,412,249
"gene:AT5G60500",0,0,0,0,0,0
"gene:AT5G60510",0,0,1,0,0,0
"gene:AT5G60520",0,0,0,1,2,0
"gene:AT5G60530",7,3,13,0,0,1
"gene:AT5G60540",231,94,80,51,138,70
"gene:AT5G60550",534,253,256,264,211,148
"gene:AT5G60553",0,0,0,0,0,0
"gene:AT5G60560",0,0,0,0,0,0
"gene:AT5G60570",1048,217,656,599,457,267
"gene:AT5G60580",459,159,99,405,254,200
"gene:AT5G60590",59,7,127,30,100,54
"gene:AT5G60600",2113,463,1045,1843,2594,1105
"gene:AT5G60610",2,1,0,0,0,0
"gene:AT5G60615",0,0,0,0,0,0
"gene:AT5G60620",220,136,83,204,354,69
"gene:AT5G60630",0,30,14,0,6,1
"gene:AT5G60640",1398,186,490,734,1353,659
"gene:AT5G60650",248,33,7,38,28,13
"gene:AT5G60660",115,33,60,96,100,27
"gene:AT5G60670",284,169,75,238,655,257
"gene:AT5G60680",1002,83,56,263,452,188
"gene:AT5G60690",572,197,277,771,1092,559
"gene:AT5G60700",1822,364,309,155,249,83
"gene:AT5G60710",1399,436,647,878,1252,551
"gene:AT5G60720",935,113,59,157,175,101
"gene:AT5G60730",2,3,28,15,0,0
"gene:AT5G60740",1,1,20,0,1,0
"gene:AT5G60750",412,94,264,69,132,84
"gene:AT5G60760",7,27,0,11,3,4
"gene:AT5G60770",1,0,0,1,2,2
"gene:AT5G60780",5,0,2,2,2,0
"gene:AT5G60790",9234,2974,3030,988,1530,556
"gene:AT5G60800",5035,1584,1790,447,209,213
"gene:AT5G60805",21,0,0,0,1,0
"gene:AT5G60810",0,0,0,0,1,0
"gene:AT5G60820",52,80,163,250,198,157
"gene:AT5G60830",0,0,0,0,0,0
"gene:AT5G60840",131,0,9,127,108,96
"gene:AT5G60850",115,54,119,247,244,143
"gene:AT5G60860",97,13,27,33,66,32
"gene:AT5G60870",145,1,12,48,22,6
"gene:AT5G60880",0,0,4,0,0,1
"gene:AT5G60890",418,49,67,402,483,204
"gene:AT5G60900",233,1,47,1,32,48
"gene:AT5G60910",2,0,0,11,27,10
"gene:AT5G60920",1743,356,491,738,1260,428
"gene:AT5G60930",1406,202,188,299,358,293
"gene:AT5G60940",93,9,40,93,134,51
"gene:AT5G60945",0,0,0,0,1,0
"gene:AT5G60950",104,2,67,0,7,1
"gene:AT5G60960",1757,383,266,295,388,144
"gene:AT5G60964",0,0,0,0,0,0
"gene:AT5G60970",60,0,3,138,255,108
"gene:AT5G60980",797,386,200,536,721,339
"gene:AT5G60990",641,121,459,147,283,149
"gene:AT5G61000",8,34,55,92,186,119
"gene:AT5G61010",4989,1071,1931,78,141,31
"gene:AT5G61020",2738,604,1032,859,1048,410
"gene:AT5G61030",378,68,240,197,184,148
"gene:AT5G61040",312,105,42,76,198,81
"gene:AT5G61050",0,0,0,0,1,0
"gene:AT5G61060",457,194,399,212,274,109
"gene:AT5G61070",1,0,28,58,43,0
"gene:AT5G61090",13,0,10,20,9,0
"gene:AT5G61100",1,0,0,0,0,0
"gene:AT5G61110",1,0,0,0,0,0
"gene:AT5G61120",1,0,1,4,0,0
"gene:AT5G61130",141,132,36,366,570,163
"gene:AT5G61140",923,167,313,908,982,468
"gene:AT5G61150",1313,190,241,409,458,194
"gene:AT5G61160",424,186,214,11,2,4
"gene:AT5G61170",1133,148,361,404,751,186
"gene:AT5G61180",4,0,0,0,1,0
"gene:AT5G61190",62,61,282,196,284,93
"gene:AT5G61200",72,38,0,23,72,30
"gene:AT5G61210",5475,1592,1217,391,419,186
"gene:AT5G61220",180,16,60,101,92,68
"gene:AT5G61230",678,273,244,338,424,236
"gene:AT5G61240",688,167,194,212,416,143
"gene:AT5G61250",130,12,12,60,96,47
"gene:AT5G61260",7,0,55,50,63,1
"gene:AT5G61270",196,35,30,141,144,57
"gene:AT5G61280",11,0,2,3,48,31
"gene:AT5G61290",0,1,4,2,10,7
"gene:AT5G61300",7,2,12,20,47,45
"gene:AT5G61310",4566,1219,1469,1141,1577,1626
"gene:AT5G61320",46,0,0,0,0,0
"gene:AT5G61330",807,219,414,290,469,257
"gene:AT5G61340",788,9,89,137,195,56
"gene:AT5G61350",79,1,12,1,7,1
"gene:AT5G61360",0,20,0,0,43,4
"gene:AT5G61370",20,28,27,0,64,16
"gene:AT5G61380",3480,702,800,1457,1748,919
"gene:AT5G61390",196,3,37,77,92,87
"gene:AT5G61400",0,13,5,6,36,0
"gene:AT5G61410",3351,1194,1228,2086,3668,1547
"gene:AT5G61412",2,0,0,100,30,56
"gene:AT5G61420",1442,458,291,2087,2683,1333
"gene:AT5G61430",1,0,15,25,8,43
"gene:AT5G61440",116,28,68,184,472,149
"gene:AT5G61450",389,150,102,295,221,16
"gene:AT5G61460",111,63,54,149,174,22
